imdb_id,title,topic,cluster,umap_x,umap_y,hit_score
tt8425532,Pennyworth: The Origin of Batman's Butler,-1,-1,0.0249,-0.0738,40.829300015200126
tt8416494,Doom Patrol,1,2,0.1023,-0.0351,41.49672504371279
tt6938856,A Very English Scandal,6,3,0.041,-0.0557,41.968039296260834
tt7631146,The Split,0,3,0.0729,-0.0727,40.824104534323055
tt7493974,Bodyguard,5,0,0.0819,-0.1081,46.252042342267146
tt7049682,Watchmen,1,2,0.0313,-0.0341,45.848736859587234
tt6821044,The Loudest Voice,5,0,0.0288,-0.0116,42.47510231464323
tt6487482,Insatiable,0,3,0.0759,-0.0532,40.50413823231545
tt8064302,Dead to Me,0,3,0.0378,-0.0416,50.71182158131856
tt7767422,Sex Education,0,3,0.0246,-0.0582,52.73204111622779
tt7472896,Mr Inbetween,-1,-1,0.0443,-0.065,53.66329453559477
tt7137906,When They See Us,4,1,0.0665,-0.0305,55.63697356529382
tt8595766,Yeh Meri Family,6,3,0.0313,-0.0366,51.75435102609563
tt8783930,The Time Traveler's Wife,-1,-1,0.0168,0.0254,41.65988490509871
tt8714904,Narcos: Mexico,7,1,0.0707,-0.037,45.97951586167815
tt8697870,The Nevers,1,2,0.028,0.0094,40.59337496760725
tt7671598,Messiah,5,0,0.0619,-0.0748,46.79218107970487
tt7255502,The Kominsky Method,0,3,0.0072,-0.0488,48.50093415008224
tt8634332,The Righteous Gemstones,0,3,0.0139,-0.0097,46.46185105349413
tt8111088,The Mandalorian,1,2,0.0817,-0.0699,55.93459872874244
tt8682948,The Act,-1,-1,0.0685,-0.0001,43.74423610455595
tt9244556,Mrs. America,-1,-1,0.0439,-0.0169,42.30869189146748
tt6473300,Mirzapur,2,1,0.0406,-0.0706,42.21954079308226
tt9253284,Andor,1,2,0.0888,-0.0341,58.82705847698967
tt7520794,Russian Doll,0,3,-0.0018,0.0119,46.89907790566932
tt7765404,Wayne,2,1,0.1024,-0.0489,48.388063096352326
tt9140554,Loki,1,2,0.0438,0.0243,51.399358585087896
tt8550800,The Outsider,4,1,0.0407,-0.0774,42.53377813560242
tt7801964,Manhunt,3,1,0.0679,-0.071,41.21829335854692
tt6905756,Pagan Peak,4,1,0.0327,-0.0339,42.971372698201534
tt9130542,Romance Is a Bonus Book,0,3,0.0693,-0.0691,42.03505021952535
tt8772296,Euphoria,6,3,0.0617,-0.0454,47.61600355660734
tt2403776,Shadow and Bone,1,2,0.0794,-0.0824,41.43865813396263
tt5622316,The Chosen,-1,-1,0.0336,0.0032,58.13169488992802
tt9140560,WandaVision,1,2,0.0432,-0.0548,50.59509588964958
tt7826376,Upload,1,2,0.0183,-0.0098,45.16426142519257
tt6625730,Patria,-1,-1,0.0422,-0.0464,42.62349359622311
tt7211618,Gentleman Jack,-1,-1,-0.0068,0.002,44.639941696966
tt8694364,Years and Years,5,0,0.0335,-0.0188,42.926034801406985
tt9340526,P-Valley,8,1,0.0621,-0.0834,42.58002516121147
tt9054904,Why Women Kill,0,3,0.0194,-0.0667,49.014822044187
tt7366338,Chernobyl,-1,-1,0.0775,0.0342,66.37412280578779
tt7649694,Ramy,0,3,-0.0365,0.0065,41.47937532534244
tt9012876,Firefly Lane,6,3,0.0434,-0.0128,41.26241785673373
tt7660970,The North Water,3,1,0.0295,0.0058,42.25683895180449
tt9059350,Warrior Nun,1,2,0.0563,-0.0423,44.04283240751476
tt10048342,The Queen's Gambit,6,3,0.067,-0.0173,63.423646040542735
